"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Does your programme specifically/primarily target one of these beneficiary groups:","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.2: Municipal capacity to engage commu",NA,"i2018041335",NA,"1.1.2.1: # of municipalities receiving direct support on community engagement & mediation","Municipalities",1,"Tleil","35108","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tleil","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1219731720","s1204467416","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1584063641",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.1 will be ongoing in this location","1",1,"Tleil","35108","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tleil","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m0367548303","s1204467416","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.2: Municipal capacity to engage commu",NA,"i2018041335",NA,"1.1.2.1: # of municipalities receiving direct support on community engagement & mediation","Municipalities",1,"Tleil","35108","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tleil","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m0367548303","s1204467416","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1497345691",NA,"1.1.4.1: # other BS project completed","Projects",1,"Tleil","35108","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tleil","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1219731720","s1204467416","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1497345691",NA,"1.1.4.1: # other BS project completed","Projects",1,"Tleil","35108","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tleil","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m2063138715","s1204467416","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.2: Municipal capacity to engage commu",NA,"i2018041335",NA,"1.1.2.1: # of municipalities receiving direct support on community engagement & mediation","Municipalities",1,"Tleil","35108","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tleil","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m2063138715","s1204467416","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aakkar El-Aatiqa","35085","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakkar El-Aatiqa","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Livelihoods","m2029814400","s1222225478","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aakkar El-Aatiqa","35085","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakkar El-Aatiqa","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Livelihoods","m0841154842","s1222225478","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2018-12-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aakkar El-Aatiqa","35085","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakkar El-Aatiqa","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Livelihoods","m1980226285","s1222225478","2018-12-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aakkar El-Aatiqa","35085","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakkar El-Aatiqa","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Livelihoods","m0663001437","s1222225478","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aakkar El-Aatiqa","35085","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakkar El-Aatiqa","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Livelihoods","m1437751633","s1222225478","2019-04-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-07-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Norway",NA,"Municipalities","Yes","Livelihoods","m0062526722","s1280727695","2019-07-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-05-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Norway",NA,"Municipalities","Yes","Livelihoods","m1964569793","s1280727695","2019-05-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Norway",NA,"Municipalities","Yes","Livelihoods","m0074406470","s1280727695","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Norway",NA,"Municipalities","Yes","Livelihoods","m0123393029","s1280727695","2019-04-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Norway",NA,"Municipalities","Yes","Livelihoods","m0097562995","s1280727695","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-06-30","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Norway",NA,"Municipalities","Yes","Livelihoods","m1937891846","s1280727695","2019-06-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1584063641",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.1 will be ongoing in this location","1",1,"Bebnine","35003","Aakar","LBN51","Akkar","2",NA,NA,NA,"Bebnine","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1256036367","s1283339392","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1684202785",NA,"--------Activity-1.1.4: Basic services projects (budget above 100,000 $)--------","Unit",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m1992548192","s1355527554","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1684202785",NA,"--------Activity-1.1.4: Basic services projects (budget above 100,000 $)--------","Unit",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m2077748997","s1355527554","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1684202785",NA,"--------Activity-1.1.4: Basic services projects (budget above 100,000 $)--------","Unit",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m1523207612","s1355527554","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1684202785",NA,"--------Activity-1.1.4: Basic services projects (budget above 100,000 $)--------","Unit",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m0663718024","s1355527554","2019-04-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2018-12-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1684202785",NA,"--------Activity-1.1.4: Basic services projects (budget above 100,000 $)--------","Unit",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m1196206730","s1355527554","2018-12-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1584063641",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.1 will be ongoing in this location","1",1,"Mhammaret","35002","Aakar","LBN51","Akkar","2",NA,NA,NA,"Mhammaret","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m2083946669","s1465875290","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.2: Municipal capacity to engage commu",NA,"i2018041335",NA,"1.1.2.1: # of municipalities receiving direct support on community engagement & mediation","Municipalities",1,"Mhammaret","35002","Aakar","LBN51","Akkar","2",NA,NA,NA,"Mhammaret","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1597400351","s1465875290","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
