"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","database.id","database"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","82","Borj Ech-Chemali","62004","Sour","LBN63","Sud","8","CC_148","33.261367","35.238206","CC: Borj ech Chmali_CC_148","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1307093470","s0425664916","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","30","Borj Ech-Chemali","62004","Sour","LBN63","Sud","8","CC_148","33.261367","35.238206","CC: Borj ech Chmali_CC_148","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1307093470","s0425664916","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","66","Borj Ech-Chemali","62004","Sour","LBN63","Sud","8","CC_148","33.261367","35.238206","CC: Borj ech Chmali_CC_148","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1307093470","s0425664916","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Borj Ech-Chemali","62004","Sour","LBN63","Sud","8","CC_148","33.261367","35.238206","CC: Borj ech Chmali_CC_148","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1307093470","s0425664916","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","23","Borj Ech-Chemali","62004","Sour","LBN63","Sud","8","CC_148","33.261367","35.238206","CC: Borj ech Chmali_CC_148","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1307093470","s0425664916","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","53","Borj Ech-Chemali","62004","Sour","LBN63","Sud","8","CC_148","33.261367","35.238206","CC: Borj ech Chmali_CC_148","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1307093470","s0425664916","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","17","Borj Ech-Chemali","62004","Sour","LBN63","Sud","8","CC_148","33.261367","35.238206","CC: Borj ech Chmali_CC_148","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1307093470","s0425664916","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","140","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","210","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","5","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","10","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","145","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","260","Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5","24111-01-005","33.80699921","35.51699829","IS: Choueifat El-Aamrousiyé 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0118824077","s0440686108","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0289327603","Disability Indicator","5.4.1.c_Visual (Seeing): # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7","10310_31_014","33.868147","35.497895","PHC: Al - Tahadi Society Dispensary","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1999041797","s0445273357","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1064454304","Disability Indicator","5.4.1.c_Motor/Mobility: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7","10310_31_014","33.868147","35.497895","PHC: Al - Tahadi Society Dispensary","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1999041797","s0445273357","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","25","Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7","10310_31_014","33.868147","35.497895","PHC: Al - Tahadi Society Dispensary","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1999041797","s0445273357","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","24","Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7","10310_31_014","33.868147","35.497895","PHC: Al - Tahadi Society Dispensary","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1999041797","s0445273357","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1292463269",NA,"5.4.1.c_OTH_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","25","Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7","10310_31_014","33.868147","35.497895","PHC: Al - Tahadi Society Dispensary","Assabil Association","p0000023693","Assabil Association",NA,NA,"m1999041797","s0445273357","2019-07-01",10191,"UNICEF-2019-R-C4D"
