"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","Funded_by","LCRP Appeal","database.id","database"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",1750,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m0498721360","s1361857547","2018-03-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",1750,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1720926296","s1361857547","2018-01-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",1462,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1969442748","s1361857547","2018-04-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",1750,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m0498721360","s1361857547","2018-03-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",1462,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1155739708","s1361857547","2018-05-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",1463,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1969442748","s1361857547","2018-04-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",1750,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1616027929","s1361857547","2018-02-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1312793961","s1435954622","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",15,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0393898449","s1435954622","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1582252838","s1435954622","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2052489897","s1435954622","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",16,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2052489897","s1435954622","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0393898449","s1435954622","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1312793961","s1435954622","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",64,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2052489897","s1435954622","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",16,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2052489897","s1435954622","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",15,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1312793961","s1435954622","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1582252838","s1435954622","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",16,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1312793961","s1435954622","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0393898449","s1435954622","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",15,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1582252838","s1435954622","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",16,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1582252838","s1435954622","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1572281397","s1435954622","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",63,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1572281397","s1435954622","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",16,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1572281397","s1435954622","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",16,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0393898449","s1435954622","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",15,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1572281397","s1435954622","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0003196221","Activity 1.1.1: Provision of food parcels (including food kits, ready-to-eat foods, hot meals, school feeding)","Unit",475,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Islamic Relief","p0000001012","IR",NA,NA,"m0134294736","s1488544952","2018-03-01","Australia","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0003196221","Activity 1.1.1: Provision of food parcels (including food kits, ready-to-eat foods, hot meals, school feeding)","Unit",587,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Islamic Relief","p0000001012","IR",NA,NA,"m0207990794","s1488544952","2018-05-01","Australia","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0003196221","Activity 1.1.1: Provision of food parcels (including food kits, ready-to-eat foods, hot meals, school feeding)","Unit",4,NA,NA,"Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Islamic Relief","p0000001012","IR",NA,NA,"m0163020285","s1488544952","2018-02-01","Australia","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",221,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m2063408145","s1591023191","2018-04-01","UK","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1184323112","1.1.1.2: OTH-Male # of individuals receiving ready to eat food","Unit",36,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1125878624","s1591023191","2018-05-01","UK","Yes",8444,"LCRP-2018-R Food Security"
