"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","Does your programme specifically/primarily target one of these beneficiary groups:","Funded_by","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2018-10-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m1243039052","s1943594524","2018-10-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m1594015192","s1943594524","2018-11-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m1435642231","s1943594524","2018-09-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m1610514951","s1943594524","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m0004789963","s1943594524","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m0996333983","s1943594524","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m0878742786","s1943594524","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m1797177294","s1943594524","2018-08-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"Germany","m1046720732","s1943594524","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Haour Taala","53017","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Haour Taala","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"UK","m0582162444","s1955605201","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Haour Taala","53017","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Haour Taala","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"UK","m1126360368","s1955605201","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Haour Taala","53017","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Haour Taala","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"UK","m2086654116","s1955605201","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Haour Taala","53017","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Haour Taala","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"UK","m1707927012","s1955605201","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Haour Taala","53017","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Haour Taala","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"UK","m1318843959","s1955605201","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Haour Taala","53017","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Haour Taala","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"UK","m0327381612","s1955605201","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Haour Taala","53017","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Haour Taala","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities","Yes","Social Stability",NA,"UK","m0193696964","s1955605201","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m0928552239","s1972884375","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m0161057095","s1972884375","2018-11-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1824207868","s1972884375","2018-09-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1340442623","s1972884375","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1582284891","s1972884375","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-12-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m0170429730","s1972884375","2018-12-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m0410472271","s1972884375","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i2045669221","1.1.2.1: # of municipalities receiving direct support on community engagement & mediation","Municipalities",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1256019112","s1972884375","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1276484520","s1972884375","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1847615815","1.1.2.2: # of staff seconded to municipalities / UoM / other structures to support community engagement & mediation","Individuals",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1256019112","s1972884375","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1580105537","s1972884375","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1690301486","s1972884375","2018-08-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1909305876","s1972884375","2018-10-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.2","i1139081756","Activity-1.1.2: Municipal capacity to engage community, manage tensions supported","Unit",1,"Marj BG","52014","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Marj BG","Intersos","p0000000295","Intersos",NA,NA,NA,"Yes","Protection",NA,"UNHCR","m1256019112","s1972884375","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Organisation of Migration","p0000000034","IOM",NA,NA,"Municipalities","Yes","Social Stability",NA,"Canada","m0599059841","s1975913265","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Organisation of Migration","p0000000034","IOM",NA,NA,"Municipalities","Yes","Social Stability",NA,"Canada","m2026717411","s1975913265","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Organisation of Migration","p0000000034","IOM",NA,NA,"Municipalities","Yes","Social Stability",NA,"Canada","m0770844278","s1975913265","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Organisation of Migration","p0000000034","IOM",NA,NA,"Municipalities","Yes","Social Stability",NA,"Canada","m1046310678","s1975913265","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Aamayer","35162ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Aamayer","International Organisation of Migration","p0000000034","IOM",NA,NA,"Municipalities","Yes","Social Stability",NA,"Canada","m0967770283","s1975913265","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
