"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Sector of Funding","Government Strategy Supported","LCRP Appeal","Economic Sector targeted by intervention","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups?","Governorate","For UNICEF Partners","Training certified/accredited","database.id","database"
"2019-01-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m1785479321","s1750010452","2019-01-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m1734210324","s1750010452","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1712775115",NA,"1.1.1.1_Female_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m1818448394","s1754090129","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m1447262304","s1754090129","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0327676621",NA,"--------Activity-1.1.3: Cash/in-kind grants to MSMEs/Cooperatives--------","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0984838912","s1754090129","2019-04-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0327676621",NA,"--------Activity-1.1.3: Cash/in-kind grants to MSMEs/Cooperatives--------","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m1447262304","s1754090129","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0327676621",NA,"--------Activity-1.1.3: Cash/in-kind grants to MSMEs/Cooperatives--------","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m1818448394","s1754090129","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0327676621",NA,"--------Activity-1.1.3: Cash/in-kind grants to MSMEs/Cooperatives--------","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0794032583","s1754090129","2019-06-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0984838912","s1754090129","2019-04-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-07-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0327676621",NA,"--------Activity-1.1.3: Cash/in-kind grants to MSMEs/Cooperatives--------","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0591503348","s1754090129","2019-07-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0327676621",NA,"--------Activity-1.1.3: Cash/in-kind grants to MSMEs/Cooperatives--------","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0729613630","s1754090129","2019-01-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0794032583","s1754090129","2019-06-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m1818448394","s1754090129","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0168868991","s1754090129","2019-05-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i2085678564",NA,"1.1.1.1_Male_15-24: # of youth entrepreneurs & employees who benefitted from business management training","Individuals",2,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m1818448394","s1754090129","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i0865292938",NA,"1.1.1.1_Male_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",2,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m1818448394","s1754090129","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0729613630","s1754090129","2019-01-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-07-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0591503348","s1754090129","2019-07-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0327676621",NA,"--------Activity-1.1.3: Cash/in-kind grants to MSMEs/Cooperatives--------","Unit",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban",NA,"p0000000039","CESVI",NA,NA,"Netherlands","Livelihoods","MOET SME strategy","Yes","Manufacturing,Construction and Transportation,Agriculture,Agro-Industry","m0168868991","s1754090129","2019-05-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","None","Yes","Agriculture","m0287456871","s1851641081","2019-04-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i0865292938",NA,"1.1.1.1_Male_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",40,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","None","Yes","Agriculture","m2068637416","s1851641081","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","None","Yes","Agriculture","m1972211717","s1851641081","2019-01-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","None","Yes","Agriculture","m1972211717","s1851641081","2019-01-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","None","Yes","Agriculture","m2068637416","s1851641081","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","None","Yes","Agriculture","m2068637416","s1851641081","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1712775115",NA,"1.1.1.1_Female_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","None","Yes","Agriculture","m2068637416","s1851641081","2019-02-01","Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
