"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Direct implementation (refers to services being provided by an NGO partner in the SDCs premises)","Case management for SGBV survivors (Gender)","Case management for SGBV survivors (Nationality)","Like skills (Gender)","Focused PSS (Gender)","Socio Economic Empowerment (Nationality)","Direct provision of legal services (Age)","Socio Economic Empowerment (Gender)","Focused PSS (Nationality)","Engagement of men and boys","Awareness raising (Gender)","Case management for SGBV survivors (Age)","Like skills (Age)","Direct provision of legal services (Gender)","Awareness raising (Age)","Direct provision of MH (Gender)","Awareness raising (Nationality)","Direct provision of MH (Age)","Secured funding","Direct provision of legal services (Nationality)","Focused PSS (Age)","Support to NGO (refers to provision of capacity building, incentives or other forms of support to SDCs staff and structure to directly implement activities)","Referral to legal services","Socio Economic Empowerment (Age)","Direct provision of MH (Nationality)","Referral to MH","Like skills (Nationality)","W/G/M/B","Group (emotional support)","Individual PSS","Group (life skills)","Group (recreational activities)","Group (technical skills)","Legal awareness","Legal representation","Individual legal counselling","database.id","database"
"2019-02-28","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i0296609724",NA,"3.2.C_LEB_Male_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1053156974","s0181265418","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i0149022657",NA,"3.2.C_LEB_Male_<18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1548170414",NA,"3.2.C_LEB_Female_<18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of adolescent girls and female youth referred to youth employability and Livelihood programs","i1384796319","Disability Indicator","3.2.J_Intellectual: # of adolescent girls and female youth referred to youth employability and Livelihood programs","Adolescents","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of adolescent girls and female youth referred to youth employability and Livelihood programs","i0222061712",NA,"3.2.J_PRL: # of adolescent girls and female youth referred to youth employability and Livelihood programs","Adolescents","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1460359571",NA,"3.2.C_PRL_Male_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1053156974","s0181265418","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i0797639808",NA,"3.2.C_PRS_Female_<18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1541905629",NA,"3.2.C_PRL_Female_<18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1868732551",NA,"3.2.C_SYR_Female_<18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# at risk and survivors accessing SGBV prevention and response services in safe spaces","i1664186393","Disability Indicator","3.2.C_Speaking: # at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1053156974","s0181265418","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# at risk and survivors accessing SGBV prevention and response services in safe spaces","i1664186393","Disability Indicator","3.2.C_Speaking: # at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# at risk and survivors accessing SGBV prevention and response services in safe spaces","i0334234433","Disability Indicator","3.2.C_Motor/Mobility: # at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1053156974","s0181265418","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1719169578",NA,"3.2.C_PRS_Male_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i0102752024",NA,"3.2.C_SYR_Male_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1398058107",NA,"3.2.C_PRL_Female_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1053156974","s0181265418","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of adolescent girls and female youth referred to youth employability and Livelihood programs","i0184753274","Disability Indicator","3.2.J_Motor/Mobility: # of adolescent girls and female youth referred to youth employability and Livelihood programs","Adolescnets","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1398058107",NA,"3.2.C_PRL_Female_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","5",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# at risk and survivors accessing SGBV prevention and response services in safe spaces","i1914755123","Disability Indicator","3.2.C_Audio (Hearing): # at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1541905629",NA,"3.2.C_PRL_Female_<18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of adolescent girls and female youth referred to youth employability and Livelihood programs","i2147258732",NA,"3.2.J_LEB: # of adolescent girls and female youth referred to youth employability and Livelihood programs","Adolescents","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of adolescent girls and female youth referred to youth employability and Livelihood programs","i0531993016","Disability Indicator","3.2.J_Audio (Hearing): # of adolescent girls and female youth referred to youth employability and Livelihood programs","Adolescents","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1456310981",NA,"3.2.C_OTH_Male_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1053156974","s0181265418","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","i1499699482",NA,"3.2.C_SYR_Female_>=18: # of women, girls, men and boys at risk and survivors accessing SGBV prevention and response services in safe spaces","Persons","25",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1676339233","s0181265418","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of adolescent girls and female youth referred to youth employability and Livelihood programs","i0427999727",NA,"3.2.J_SYR: # of adolescent girls and female youth referred to youth employability and Livelihood programs","Adolescents","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.2: Access of Individuals at risk and survivors to quality prevention and response services increased","OUTCOME 3: Reduce SGBV risks and improve access to quality services",NA,"# of adolescent girls and female youth referred to youth employability and Livelihood programs","i1996014071","Disability Indicator","3.2.J_Visual (Seeing): # of adolescent girls and female youth referred to youth employability and Livelihood programs","Adolescents","0",NA,NA,"Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Baalbek","ABAAD-Resource Center for Gender Equality","p0000001169","ABAAD",NA,NA,"UNHCR","m1221059149","s0181265418","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
