"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Outreach platform","What type of Retention Program does your Organization implement?","database.id","database"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1286120807","s0275493199","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0267060809","TVET","1.1.3_NON LEB_Female_15 and above: # of female youth (15 y and above) registered into regulated TVET programs who have completed the cycle","Youth","6",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"m2018237114","s0302263668","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","41",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,"Italy","m1433349640","s0306708068","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","55",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,"Italy","m1433349640","s0306708068","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0756596642","TVET","1.1.3_SYR_Female_15 and above: # of female youth (15 y and above) registered into regulated TVET programs who have completed the cycle","Youth","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"m1158302022","s0312272634","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","0",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1104778241","s0324666246","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","0",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1966689714","s0324666246","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","0",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1966689714","s0324666246","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","0",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1104778241","s0324666246","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","0",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1966689714","s0324666246","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","0",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1104778241","s0324666246","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","2",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1584513388","s0324666246","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","0",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1104778241","s0324666246","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1584513388","s0324666246","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1584513388","s0324666246","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","3",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1584513388","s0324666246","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1966689714","s0324666246","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0267060809","TVET","1.1.3_NON LEB_Female_15 and above: # of female youth (15 y and above) registered into regulated TVET programs who have completed the cycle","Youth","2",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Association of Volunteers in International Service","p0000000005","AVSI",NA,NA,NA,"m2062504142","s0329651707","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-11-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1375718323","Disability Indicator","1.1.3_Disability_BLN-B_Audio (Hearing): # of children and youth with hearing impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1439108705","s0330853884","2019-11-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1257800637","Disability Indicator","1.1.3_Disability_BLN-B_Intellectual: # of children and youth with intellectual impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","6",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1616982126","s0330853884","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i2077401917","Basic BLN","1.1.3_LEB_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1464659967","s0330853884","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1756628251","Disability Indicator","1.1.3_Disability_BLN-B_Speaking: # of children and youth with speaking impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1616982126","s0330853884","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-11-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1199495422","Disability Indicator","1.1.3_Disability_BLN-B_Male: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","3",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1439108705","s0330853884","2019-11-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1199495422","Disability Indicator","1.1.3_Disability_BLN-B_Male: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1433543671","s0330853884","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1375826460","Basic BLN","1.1.3_OTH_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","2",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0321523178","s0330853884","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","4",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0321523178","s0330853884","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1199495422","Disability Indicator","1.1.3_Disability_BLN-B_Male: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0872041482","s0330853884","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1742820376","Basic BLN","1.1.3_SYR_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","2",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1718299150","s0330853884","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1375718323","Disability Indicator","1.1.3_Disability_BLN-B_Audio (Hearing): # of children and youth with hearing impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0923894422","s0330853884","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1742820376","Basic BLN","1.1.3_SYR_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","113",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1616982126","s0330853884","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
